Data,Cidade,Bairro,Status,Tempo_s,Tokens,Custo_BRL,localidade_key,era_mes,custo_mediana_localidade,custo_vs_mediana_local,faixa_tokens,flag_outlier,responsavel_pacote,tools_chamadas_esperadas,score_bairro,score_top1,nota
2026-06-17T22:21:13.428Z,Fortaleza,Cocó,done,798,871445,4.15,fortaleza|coco,2026-06,4.13,1.0,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-17T02:49:44.376Z,Fortaleza,Cocó,done,688,777603,6.45,fortaleza|coco,2026-06,4.13,1.56,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-16T22:44:03.452Z,Fortaleza,Cocó,done,1012,1116952,6.4,fortaleza|coco,2026-06,4.13,1.55,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-15T18:06:30.427Z,Fortaleza,Cocó,done,1124,1073584,5.4,fortaleza|coco,2026-06,4.13,1.31,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-15T16:48:08.674Z,Fortaleza,Cocó,done,,,,fortaleza|coco,2026-06,4.13,,,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-15T13:04:02.376Z,Fortaleza,Cocó,done,1403,1585079,6.88,fortaleza|coco,2026-06,4.13,1.67,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-15T12:32:13.598Z,Fortaleza,Cocó,done,1375,2680914,10.47,fortaleza|coco,2026-06,4.13,2.54,extremo_>1.5M,custo_>=2x_mediana_local,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-15T02:39:00.266Z,Fortaleza,Cocó,done,2352,1011219,8.87,fortaleza|coco,2026-06,4.13,2.15,alto_500k-1.5M,custo_>=2x_mediana_local|tempo_muito_alto,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-15T01:32:29.087Z,Fortaleza,Cocó,done,1487,1184945,8.58,fortaleza|coco,2026-06,4.13,2.08,alto_500k-1.5M,custo_>=2x_mediana_local,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-15T00:56:55.494Z,Fortaleza,Cocó,done,1173,1327459,8.12,fortaleza|coco,2026-06,4.13,1.97,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-14T23:50:59.320Z,Fortaleza,Cocó,done,2189,1563470,11.27,fortaleza|coco,2026-06,4.13,2.73,extremo_>1.5M,custo_>=2x_mediana_local|tempo_muito_alto,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-14T21:46:16.649Z,Fortaleza,Cocó,done,866,1181955,12.1,fortaleza|coco,2026-06,4.13,2.93,alto_500k-1.5M,custo_>=2x_mediana_local,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-14T21:23:10.941Z,Fortaleza,Cocó,done,1039,1995146,15.47,fortaleza|coco,2026-06,4.13,3.75,extremo_>1.5M,custo_>=2x_mediana_local,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-12T22:52:55.752Z,João Pessoa,Bessa,done,959,1423706,9.95,joao pessoa|bessa,2026-06,10.98,0.91,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-12T17:46:25.762Z,João Pessoa,Bessa,done,1510,1242698,10.98,joao pessoa|bessa,2026-06,10.98,1.0,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-11T19:33:28.570Z,Fortaleza,Cocó,done,929,1982943,17.49,fortaleza|coco,2026-06,4.13,4.23,extremo_>1.5M,custo_>=2x_mediana_local,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-11T19:26:46.393Z,João Pessoa,Bessa,done,912,1654304,11.92,joao pessoa|bessa,2026-06,10.98,1.09,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-11T05:00:43.666Z,Fortaleza,Parquelandia,done,2771,1381525,15.17,fortaleza|parquelandia,2026-06,15.17,1.0,alto_500k-1.5M,tempo_muito_alto,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-10T18:24:51.137Z,João Pessoa,Cabo Branco,done,1339,1536963,11.76,joao pessoa|cabo branco,2026-06,11.91,0.99,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-10T13:52:14.996Z,João Pessoa,Cabo Branco,failed,1166,1584221,12.06,joao pessoa|cabo branco,2026-06,11.91,1.01,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-03T22:57:34.522Z,Fortaleza,Aldeota,done,1749,2209918,17.16,fortaleza|aldeota,2026-06,12.39,1.38,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-03T20:40:55.607Z,Fortaleza,Aldeota,done,1758,2170595,16.93,fortaleza|aldeota,2026-06,12.39,1.37,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-03T11:43:49.814Z,Ribeirão Preto,Iguatemi,failed,2744,1652910,9.47,ribeirao preto|iguatemi,2026-06,9.47,1.0,extremo_>1.5M,tempo_muito_alto,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-03T08:41:21.846Z,Fortaleza,Parangaba,done,3122,2945400,14.03,fortaleza|parangaba,2026-06,11.15,1.26,extremo_>1.5M,tempo_muito_alto,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-02T16:47:10.963Z,Fortaleza,Aldeota,failed,1886,1799567,12.39,fortaleza|aldeota,2026-06,12.39,1.0,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-02T13:11:17.673Z,Hortolândia,Santa Emilia,failed,1048,1656308,9.01,hortolandia|santa emilia,2026-06,9.01,1.0,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-02T11:32:55.528Z,Hortolândia,Santa Emilia,failed,994,1921163,10.52,hortolandia|santa emilia,2026-06,9.01,1.17,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-02T09:52:49.063Z,Hortolândia,Santa Emilia,failed,1429,1520931,8.96,hortolandia|santa emilia,2026-06,9.01,0.99,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-06-01T18:55:40.096Z,Fortaleza,Aldeota,failed,1026,257041,4.95,fortaleza|aldeota,2026-06,12.39,0.4,medio_100k-500k,custo_<=0.5x_mediana_local,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
